Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Decompression,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2023-06-15 05:53:44,0,Hamburg Laufen,"11,24",1.013,01:14:18,144,163,--,151,164,6:37,2:25,35,34,"1,00",--,--,--,--,--,"0,0",--,--,11.240,--,No,"00:01:36,4",23,01:13:37,01:16:15,5,24
Running,2023-06-14 05:51:10,0,Hamburg Laufen,"10,49",870,01:11:26,139,150,--,151,187,6:49,5:28,37,36,"0,97",--,--,--,--,--,"0,0",--,--,10.766,--,No,"00:03:16,2",21,01:11:11,01:11:50,5,24
Running,2023-06-12 18:29:39,0,Hamburg Laufen,"8,51",835,00:55:55,150,163,--,149,160,6:34,5:08,22,22,"1,02",--,--,--,--,--,"0,0",--,--,8.330,--,No,"00:00:04,8",18,00:55:36,00:57:48,5,20
Running,2023-06-09 07:33:05,0,Gremersdorf Laufen,"11,54",1.029,01:19:24,143,161,--,152,160,6:53,6:16,54,56,"0,96",--,--,--,--,--,"0,0",--,--,12.086,--,No,"00:00:20,1",24,01:19:19,01:19:32,0,40
Running,2023-06-07 06:59:52,0,Hamburg Laufen,"9,67",979,01:06:02,149,163,--,147,159,6:50,5:30,43,44,"0,99",--,--,--,--,--,"0,0",--,--,9.732,--,No,"00:01:11,2",20,01:05:24,01:07:24,5,24
Running,2023-06-06 18:11:09,0,Hamburg Laufen,"10,45",1.012,01:10:44,147,164,--,148,162,6:46,3:10,40,38,"1,00",--,--,--,--,--,"0,0",--,--,10.446,--,No,"00:02:56,5",21,01:09:59,01:12:24,5,24
Running,2023-06-03 16:00:16,0,Gremersdorf Laufen,"11,51",1.093,01:19:43,147,165,--,151,162,6:56,6:13,46,45,"0,96",--,--,--,--,--,"0,0",--,--,12.050,--,No,"00:00:06,3",24,01:19:29,01:20:01,0,40
Running,2023-06-02 11:43:49,0,Hamburg Laufen,"10,64",1.044,01:11:08,150,163,--,150,165,6:41,5:27,40,40,"1,00",--,--,--,--,--,"0,0",--,--,10.690,--,No,"00:00:57,6",22,01:10:20,01:12:35,5,24
Running,2023-05-30 12:26:54,0,Hamburg Laufen,"10,50",998,01:11:41,147,161,--,150,165,6:50,3:11,43,41,"0,97",--,--,--,--,--,"0,0",--,--,10.778,--,No,"00:03:15,6",21,01:11:00,01:14:22,5,24
Running,2023-05-28 15:49:39,0,Gremersdorf Laufen,"9,45",50,00:50:12,--,--,--,147,152,5:19,6:40,10,--,"0,96",--,--,--,--,--,"0,0",--,--,472,--,No,"00:03:12,2",1,"00:03:12,2","00:03:12,2",4,20
Running,2023-05-21 14:45:03,0,Gremersdorf Laufen,"10,33",1.062,01:11:48,152,169,--,150,161,6:57,6:28,45,42,"0,96",--,--,--,--,--,"0,0",--,--,10.806,--,No,"00:02:16,1",21,01:11:45,01:11:48,0,40
Running,2023-05-18 14:04:31,0,Gremersdorf Laufen,"12,85",1.124,01:31:52,145,220,--,150,160,7:09,6:35,67,68,"0,93",--,--,--,--,--,"0,0",--,--,13.776,--,No,"00:02:27,2",26,01:31:41,01:32:03,0,35
Running,2023-05-16 12:59:12,0,Gremersdorf Laufen,"12,53",1.134,01:26:59,148,219,--,150,164,6:57,6:13,57,54,"0,96",--,--,--,--,--,"0,0",--,--,13.048,--,No,"00:00:11,2",26,01:26:25,01:29:17,0,40
Running,2023-05-14 08:41:41,0,Gremersdorf Laufen,"11,66",1.082,01:20:52,145,160,--,150,162,6:56,6:34,57,56,"0,96",--,--,--,--,--,"0,0",--,--,12.142,--,No,"00:01:05,4",24,01:20:42,01:21:07,0,35
Running,2023-05-12 14:33:38,0,Gremersdorf Laufen,"10,33",1.026,01:12:51,148,163,--,149,160,7:03,6:30,44,43,"0,95",--,--,--,--,--,"0,0",--,--,10.878,--,No,"00:02:20,7",21,01:12:35,01:13:26,0,40
Running,2023-05-09 17:32:29,0,Hamburg Laufen,"5,49",531,00:37:15,145,218,--,147,157,6:47,1:34,12,12,"1,00",--,--,--,--,--,"0,0",--,--,5.468,--,No,"00:03:17,0",11,00:37:01,00:38:02,5,15
Running,2023-05-08 10:30:09,0,Hamburg Laufen,"10,49",1.053,01:11:01,149,164,--,149,160,6:46,4:59,29,28,"0,99",--,--,--,--,--,"0,0",--,--,10.582,--,No,"00:03:07,6",21,01:10:32,01:12:41,5,24
Running,2023-05-07 12:31:26,0,Hamburg Laufen,"10,21",965,01:07:45,148,164,--,151,170,6:38,5:30,36,34,"1,00",--,--,--,--,--,"0,0",--,--,10.234,--,No,"00:01:25,3",21,01:07:08,01:09:36,5,24
Running,2023-05-03 13:37:44,0,Gremersdorf Laufen,"10,78",1.081,01:15:00,149,166,--,150,159,6:58,6:33,51,25,"0,96",--,--,--,--,--,"0,0",--,--,11.242,--,No,"00:02:08,3",22,01:14:53,01:15:31,4,40
Running,2023-04-26 12:42:23,0,Hamburg Laufen,"10,39",952,01:10:09,145,160,--,150,171,6:45,5:16,26,22,"0,99",--,--,--,--,--,"0,0",--,--,10.532,--,No,"00:02:32,8",21,01:09:08,01:12:26,5,24
Running,2023-04-21 13:27:36,0,Gremersdorf Laufen,"12,20",1.050,01:24:06,143,160,--,151,160,6:54,6:07,60,63,"0,96",--,--,--,--,--,"0,0",--,--,12.668,--,No,"00:01:21,7",25,01:23:56,01:24:48,0,35
Running,2023-04-20 11:47:11,0,Gremersdorf Laufen,"10,34",988,01:09:58,149,162,--,152,162,6:46,6:24,50,58,"0,97",--,--,--,--,--,"0,0",--,--,10.610,--,No,"00:02:13,6",21,01:09:55,01:09:58,0,40
Running,2023-04-19 12:10:03,0,Gremersdorf Laufen,"11,51",1.124,01:18:24,150,166,--,151,164,6:49,5:46,48,47,"0,97",--,--,--,--,--,"0,0",--,--,11.830,--,No,"00:00:04,9",24,01:18:11,01:18:29,1,41
Running,2023-04-15 13:26:32,0,Gremersdorf Laufen,"11,51",1.096,01:18:41,149,166,--,151,163,6:50,6:19,52,52,"0,97",--,--,--,--,--,"0,0",--,--,11.916,--,No,"00:00:05,2",24,01:18:36,01:18:48,0,40
Running,2023-04-14 12:33:03,0,Gremersdorf Laufen,"11,52",1.069,01:18:12,149,165,--,149,160,6:47,6:24,54,53,"0,99",--,--,--,--,--,"0,0",--,--,11.688,--,No,"00:00:08,4",24,01:18:04,01:18:13,1,40
Running,2023-04-11 13:23:47,0,Gremersdorf Laufen,"10,33",1.022,01:10:26,154,168,--,149,160,6:49,5:39,52,50,"0,98",--,--,--,--,--,"0,0",--,--,10.530,--,No,"00:02:09,8",21,01:10:14,01:10:38,2,35
Running,2023-04-10 14:23:55,0,Gremersdorf Laufen,"9,01",981,01:02:21,160,172,--,149,160,6:55,6:15,52,53,"0,97",--,--,--,--,--,"0,0",--,--,9.286,--,No,"00:00:05,2",19,01:02:17,01:02:21,0,40
Running,2023-03-31 11:59:52,0,Hamburg Laufen,"8,44",780,00:54:49,147,164,--,152,168,6:30,3:11,16,16,"1,01",--,--,--,--,--,"0,0",--,--,8.342,--,No,"00:02:43,1",17,00:54:24,00:55:54,5,23
Running,2023-03-29 12:08:15,0,Hamburg Laufen,"10,45",978,01:09:58,147,160,--,149,163,6:42,5:54,41,41,"1,00",--,--,--,--,--,"0,0",--,--,10.446,--,No,"00:02:52,3",21,01:09:29,01:11:42,5,24
Running,2023-03-27 13:38:35,0,Hamburg Laufen,"10,32",940,01:08:49,146,160,--,149,173,6:40,5:41,30,29,"1,01",--,--,--,--,--,"0,0",--,--,10.244,--,No,"00:02:03,4",21,01:08:13,01:10:41,5,23
Running,2023-03-25 07:34:08,0,Hamburg Laufen,"10,40",976,01:09:24,147,162,--,151,163,6:40,3:32,36,34,"0,99",--,--,--,--,--,"0,0",--,--,10.476,--,No,"00:02:41,2",21,01:08:42,01:12:00,5,24
Running,2023-03-24 11:30:37,0,Hamburg Laufen,"10,44",997,01:09:51,149,163,--,151,164,6:41,5:54,27,25,"0,99",--,--,--,--,--,"0,0",--,--,10.554,--,No,"00:02:58,3",21,01:09:12,01:11:53,5,24
Running,2023-03-22 10:27:01,0,Hamburg Laufen,"7,01",698,00:47:06,150,162,--,150,161,6:43,6:05,17,17,"0,99",--,--,--,--,--,"0,0",--,--,7.078,--,No,"00:00:04,6",15,00:46:38,00:48:01,5,19
Running,2023-03-20 12:40:28,0,Hamburg Laufen,"10,06",939,01:07:12,148,160,--,151,181,6:41,5:16,50,47,"0,99",--,--,--,--,--,"0,0",--,--,10.142,--,No,"00:00:20,6",21,01:06:25,01:08:20,5,24
Running,2023-03-19 14:26:52,0,Hamburg Laufen,"9,03",800,00:59:59,144,158,--,151,168,6:39,4:59,24,22,"1,00",--,--,--,--,--,"0,0",--,--,9.042,--,No,"00:00:13,8",19,00:59:29,01:01:32,5,24
Running,2023-03-16 12:01:34,0,Hamburg Laufen,"9,44",892,01:03:20,147,166,--,150,171,6:43,5:51,32,32,"0,99",--,--,--,--,--,"0,0",--,--,9.520,--,No,"00:02:49,9",19,01:02:44,01:05:41,5,24
Running,2023-03-15 13:14:04,0,Hamburg Laufen,"9,10",908,01:01:57,150,164,--,150,173,6:48,4:57,39,36,"0,98",--,--,--,--,--,"0,0",--,--,9.276,--,No,"00:00:45,8",19,01:01:22,01:03:58,5,24
Running,2023-03-13 12:37:55,0,Hamburg Laufen,"9,14",928,01:02:49,151,167,--,150,167,6:52,4:18,39,35,"0,97",--,--,--,--,--,"0,0",--,--,9.398,--,No,"00:00:58,7",19,01:02:16,01:04:49,5,24
Running,2023-03-10 09:54:22,0,Hamburg Laufen,"8,40",861,00:56:52,153,165,--,151,165,6:46,5:47,36,35,"0,98",--,--,--,--,--,"0,0",--,--,8.586,--,No,"00:02:38,3",17,00:56:20,00:58:01,5,23
Running,2023-03-07 15:58:05,0,Hamburg Laufen,"8,39",820,00:56:23,150,164,--,152,168,6:43,5:30,26,24,"0,98",--,--,--,--,--,"0,0",--,--,8.544,--,No,"00:02:35,7",17,00:56:03,00:58:25,5,24
Running,2023-03-05 09:09:04,0,Hamburg Laufen,"7,51",722,00:50:30,147,162,--,151,173,6:43,5:57,23,21,"0,99",--,--,--,--,--,"0,0",--,--,7.610,--,No,"00:00:03,2",16,00:50:19,00:51:35,5,20
Running,2023-02-28 11:18:34,0,Hamburg Laufen,"8,37",789,00:57:18,146,162,--,151,168,6:51,5:57,26,26,"0,97",--,--,--,--,--,"0,0",--,--,8.636,--,No,"00:02:33,0",17,00:56:40,01:00:45,5,24
Running,2023-02-27 11:07:14,0,Hamburg Laufen,"8,42",756,00:57:54,143,159,--,150,163,6:53,4:59,31,31,"0,97",--,--,--,--,--,"0,0",--,--,8.682,--,No,"00:02:43,9",17,00:57:35,00:59:49,5,24
Running,2023-02-25 17:03:03,0,Hamburg Laufen,"6,97",664,00:46:25,149,159,--,153,162,6:40,6:15,16,17,"0,98",--,--,--,--,--,"0,0",--,--,7.092,--,No,"00:03:11,2",14,00:46:23,00:46:30,5,20
Running,2023-02-23 12:27:02,0,Hamburg Laufen,"8,31",780,00:56:46,146,162,--,150,165,6:50,5:28,33,30,"0,97",--,--,--,--,--,"0,0",--,--,8.530,--,No,"00:02:03,3",17,00:56:07,00:59:43,5,24
Running,2023-02-22 12:02:14,0,Hamburg Laufen,"8,30",851,00:57:12,154,167,--,151,164,6:54,2:24,33,31,"0,96",--,--,--,--,--,"0,0",--,--,8.622,--,No,"00:02:08,2",17,00:56:21,01:00:58,5,24
Running,2023-02-20 11:09:30,0,Hamburg Laufen,"8,41",838,00:58:21,150,166,--,150,167,6:56,6:01,30,28,"0,96",--,--,--,--,--,"0,0",--,--,8.744,--,No,"00:02:49,9",17,00:57:55,00:59:36,5,24
Running,2023-02-19 13:13:50,0,Hamburg Laufen,"8,42",820,01:00:18,146,163,--,149,186,7:09,5:22,26,23,"0,94",--,--,--,--,--,"0,0",--,--,8.972,--,No,"00:02:55,2",17,00:59:54,01:01:07,5,24
Running,2023-02-17 13:36:14,0,Hamburg Laufen,"5,45",552,00:37:17,152,166,--,150,161,6:51,5:50,16,19,"0,98",--,--,--,--,--,"0,0",--,--,5.586,--,No,"00:03:00,8",11,00:37:10,00:38:16,5,15
Running,2023-02-16 12:28:47,0,Hamburg Laufen,"7,41",747,00:51:53,150,163,--,149,161,7:00,6:24,7,7,"0,96",--,--,--,--,--,"0,0",--,--,7.746,--,No,"00:03:00,8",15,00:51:24,00:53:03,5,13
Running,2023-02-12 10:19:45,0,Hamburg Laufen,"5,48",576,00:37:10,157,169,--,150,163,6:47,5:57,3,5,"0,98",--,--,--,--,--,"0,0",--,--,5.592,--,No,"00:03:15,7",11,00:37:02,00:37:13,5,16
Running,2023-02-09 17:33:55,0,Hamburg Laufen,"8,61",843,01:01:58,147,160,--,148,163,7:12,5:11,17,16,"0,94",--,--,--,--,--,"0,0",--,--,9.166,--,No,"00:00:51,7",18,01:01:38,01:03:02,5,20
Running,2023-02-06 13:15:36,0,Hamburg Laufen,"9,02",889,01:02:21,150,164,--,150,164,6:55,5:54,25,22,"0,96",--,--,--,--,--,"0,0",--,--,9.368,--,No,"00:00:09,8",19,01:01:39,01:05:29,5,20
Running,2023-02-05 15:27:24,0,Hamburg Laufen,"5,77",560,00:42:27,142,161,--,147,160,7:21,5:23,8,8,"0,93",--,--,--,--,--,"0,0",--,--,6.238,--,No,"00:01:46,7",12,00:41:59,00:43:00,6,18
Running,2023-02-03 13:42:08,0,Hamburg Laufen,"7,95",798,00:54:49,151,162,--,150,165,6:54,4:02,8,9,"0,96",--,--,--,--,--,"0,0",--,--,8.242,--,No,"00:03:11,2",16,00:54:36,00:56:38,5,15
Running,2023-02-02 16:00:41,0,Hamburg Laufen,"7,44",777,00:51:18,155,165,--,149,164,6:54,5:35,17,17,"0,97",--,--,--,--,--,"0,0",--,--,7.644,--,No,"00:02:56,9",15,00:50:50,00:53:26,5,18
Running,2023-01-31 11:52:28,0,Hamburg Laufen,"7,47",829,00:52:52,164,219,--,147,164,7:05,5:30,16,15,"0,96",--,--,--,--,--,"0,0",--,--,7.770,--,No,"00:03:22,4",15,00:52:29,00:53:29,5,16
Running,2023-01-30 12:54:00,0,Hamburg Laufen,"7,93",879,00:55:17,160,171,--,149,158,6:58,5:57,15,13,"0,96",--,--,--,--,--,"0,0",--,--,8.236,--,No,"00:02:51,9",16,00:55:08,00:56:02,5,19
Running,2023-01-27 12:41:53,0,Hamburg Laufen,"6,20",656,00:43:25,153,165,--,147,161,7:00,5:02,9,8,"0,97",--,--,--,--,--,"0,0",--,--,6.390,--,No,"00:01:33,1",13,00:42:51,00:45:05,4,15
Running,2023-01-25 11:11:33,0,Hamburg Laufen,"5,62",610,00:39:03,156,167,--,148,159,6:57,3:51,22,18,"0,97",--,--,--,--,--,"0,0",--,--,5.772,--,No,"00:00:49,8",12,00:38:25,00:40:25,7,19
Running,2023-01-23 12:36:14,0,Hamburg Laufen,"6,24",682,00:44:08,156,168,--,147,160,7:04,4:59,12,9,"0,96",--,--,--,--,--,"0,0",--,--,6.506,--,No,"00:01:51,8",13,00:43:43,00:44:30,7,19
Running,2023-01-22 14:35:55,0,Hamburg Laufen,"4,31",467,00:29:56,157,169,--,147,159,6:57,4:52,6,5,"0,98",--,--,--,--,--,"0,0",--,--,4.410,--,No,"00:02:10,1",9,00:29:34,00:30:59,5,18
Running,2023-01-20 13:54:45,0,Hamburg Laufen,"6,26",701,00:43:59,158,172,--,147,165,7:01,5:48,17,17,"0,97",--,--,--,--,--,"0,0",--,--,6.478,--,No,"00:01:54,6",13,00:43:21,00:45:54,5,19
Running,2023-01-18 14:14:57,0,Hamburg Laufen,"5,46",657,00:40:04,163,219,--,146,157,7:20,5:55,10,13,"0,93",--,--,--,--,--,"0,0",--,--,5.862,--,No,"00:03:29,8",11,00:39:54,00:41:25,5,15
Running,2023-01-18 12:55:11,0,Hamburg Laufen,"5,76",704,00:41:48,165,177,--,147,163,7:15,5:55,10,10,"0,94",--,--,--,--,--,"0,0",--,--,6.162,--,No,"00:02:05,8",12,00:41:32,00:42:33,5,17
Running,2022-12-16 12:48:08,0,Hamburg Laufen,"8,14",890,00:55:31,159,170,--,149,159,6:49,6:21,18,17,"0,98",--,--,--,--,--,"0,0",--,--,8.274,--,No,"00:01:06,1",17,00:55:11,00:57:13,5,19
Running,2022-12-15 12:21:53,0,Hamburg Laufen,"6,94",767,00:47:36,158,172,--,149,160,6:52,1:25,13,12,"0,98",--,--,--,--,--,"0,0",--,--,7.076,--,No,"00:03:04,4",14,00:47:16,00:48:27,5,19
Running,2022-12-13 12:26:19,0,Hamburg Laufen,"5,52",611,00:37:37,159,170,--,150,164,6:49,5:33,5,6,"0,98",--,--,--,--,--,"0,0",--,--,5.654,--,No,"00:00:09,4",12,00:37:23,00:38:15,5,16
Running,2022-12-12 14:23:29,0,Hamburg Laufen,"5,54",618,00:37:20,162,174,--,150,161,6:44,4:35,496,498,"0,99",--,--,--,--,--,"0,0",--,--,5.606,--,No,"00:00:18,7",12,00:37:02,00:38:08,'-280,10
Running,2022-12-10 09:39:58,0,Hamburg Laufen,"5,44",633,00:37:25,165,177,--,152,164,6:52,5:45,3,3,"0,96",--,--,--,--,--,"0,0",--,--,5.676,--,No,"00:03:07,5",11,00:37:01,00:38:06,5,15
Running,2022-12-04 06:20:29,0,Hamburg Laufen,"5,52",645,00:38:01,166,178,--,147,162,6:54,6:05,6,7,"0,98",--,--,--,--,--,"0,0",--,--,5.608,--,No,"00:00:05,9",12,00:37:54,00:38:24,5,16
Running,2022-12-03 13:37:03,0,Hamburg Laufen,"5,41",597,00:36:55,161,179,--,151,164,6:49,5:57,--,2,"0,97",--,--,--,--,--,"0,0",--,--,5.566,--,No,"00:02:48,7",11,00:36:41,00:38:04,5,10
Running,2022-10-29 15:01:03,0,Hamburg Laufen,"8,40",890,00:55:30,158,172,--,149,164,6:37,1:40,26,23,"1,02",--,--,--,--,--,"0,0",--,--,8.246,--,No,"00:02:42,8",17,00:55:16,00:57:15,5,23
Running,2022-10-23 14:49:47,0,Hamburg Laufen,"9,08",926,01:00:35,152,166,--,152,167,6:40,5:27,30,28,"0,99",--,--,--,--,--,"0,0",--,--,9.206,--,No,"00:00:32,0",19,01:00:25,01:01:07,5,22
Running,2022-10-19 12:20:29,0,Hamburg Laufen,"7,98",782,00:52:53,149,162,--,150,163,6:37,4:37,25,21,"1,00",--,--,--,--,--,"0,0",--,--,7.960,--,No,00:03:10,16,00:52:22,00:54:53,5,23
Running,2022-10-18 12:20:26,0,Hamburg Laufen,"5,41",547,00:35:36,151,161,--,149,161,6:34,5:35,14,14,"1,02",--,--,--,--,--,"0,0",--,--,5.312,--,No,"00:02:42,0",11,00:35:20,00:36:09,5,19
Running,2022-10-15 12:22:50,0,Gremersdorf Laufen,"9,03",858,01:00:25,152,165,--,151,160,6:41,5:33,45,43,"0,99",--,--,--,--,--,"0,0",--,--,9.102,--,No,"00:00:14,2",19,01:00:08,01:01:27,0,40
Running,2022-10-14 09:28:57,0,Hamburg Laufen,"9,80",1.060,01:05:40,159,173,--,148,161,6:42,6:00,32,35,"1,01",--,--,--,--,--,"0,0",--,--,9.724,--,No,"00:02:06,4",20,01:05:18,01:08:16,5,22
Running,2022-10-12 12:05:40,0,Hamburg Laufen,"8,52",905,00:57:08,156,168,--,149,163,6:42,5:26,22,17,"1,00",--,--,--,--,--,"0,0",--,--,8.516,--,No,"00:00:21,2",18,00:56:50,00:59:25,'-7,20
Running,2022-10-11 06:39:44,0,Hamburg Laufen,"9,08",995,01:02:17,155,169,--,149,164,6:51,5:55,26,25,"0,98",--,--,--,--,--,"0,0",--,--,9.312,--,No,"00:00:37,4",19,01:01:56,01:02:32,5,21
Running,2022-10-08 13:34:45,0,Gremersdorf Laufen,"10,58",1.021,01:11:08,156,168,--,150,160,6:44,6:20,55,52,"0,99",--,--,--,--,--,"0,0",--,--,10.674,--,No,"00:00:29,1",22,01:11:04,01:11:17,0,35
Running,2022-10-07 13:05:36,0,Gremersdorf Laufen,"9,11",898,01:02:00,157,173,--,149,160,6:48,6:07,45,41,"0,98",--,--,--,--,--,"0,0",--,--,9.256,--,No,"00:00:41,8",19,01:01:46,01:02:29,'-1,36
Running,2022-10-06 13:40:27,0,Gremersdorf Laufen,"8,15",862,00:56:47,162,175,--,147,154,6:58,6:27,42,42,"0,98",--,--,--,--,--,"0,0",--,--,8.362,--,No,"00:01:00,1",17,00:56:38,00:56:52,0,35
Running,2022-10-04 12:21:57,0,Gremersdorf Laufen,"8,05",922,00:57:45,164,177,--,147,154,7:10,3:05,42,45,"0,95",--,--,--,--,--,"0,0",--,--,8.514,--,No,"00:00:22,4",17,00:57:26,00:57:56,2,35
Running,2022-09-24 13:40:26,0,Gremersdorf Laufen,"9,04",924,01:02:45,155,172,--,148,156,6:56,5:49,53,51,"0,97",--,--,--,--,--,"0,0",--,--,9.314,--,No,"00:00:16,3",19,01:02:39,01:03:05,0,40
Running,2022-09-09 16:41:12,0,Gremersdorf Laufen,"5,79",608,00:39:14,158,168,--,148,154,6:46,6:26,28,27,"1,00",--,--,--,--,--,"0,0",--,--,5.800,--,No,"00:01:57,4",12,00:39:11,00:39:25,0,35
Running,2022-09-05 12:19:52,0,Hamburg Laufen,"8,68",926,00:58:04,155,171,--,149,163,6:41,5:42,25,26,"1,01",--,--,--,--,--,"0,0",--,--,8.626,--,No,"00:01:09,7",18,00:57:40,00:59:28,5,19
Running,2022-09-03 13:14:16,0,Gremersdorf Laufen,"8,89",916,01:00:56,156,169,--,147,156,6:52,3:21,51,50,"0,99",--,--,--,--,--,"0,0",--,--,8.972,--,No,"00:02:31,5",18,01:00:37,01:01:09,0,35
Running,2022-09-01 17:21:53,0,Gremersdorf Laufen,"9,01",974,01:02:22,161,219,--,148,154,6:55,6:11,43,43,"0,98",--,--,--,--,--,"0,0",--,--,9.218,--,No,"00:00:05,4",19,01:02:14,01:02:34,'-1,36
Running,2022-08-31 17:15:59,0,Gremersdorf Laufen,"7,25",823,00:50:08,160,174,--,148,155,6:55,5:10,44,46,"0,98",--,--,--,--,--,"0,0",--,--,7.432,--,No,"00:01:40,0",15,00:50:05,00:50:08,'-0,34
Running,2022-08-29 18:40:58,0,Hamburg Laufen,"5,51",597,00:36:42,156,170,--,148,161,6:40,5:22,7,9,"1,02",--,--,--,--,--,"0,0",--,--,5.426,--,No,"00:00:02,3",12,00:36:35,00:36:42,5,16
Running,2022-08-09 06:33:54,0,Hamburg Laufen,"5,45",523,00:35:49,146,161,--,149,166,6:34,5:47,1,2,"1,02",--,--,--,--,--,"0,0",--,--,5.350,--,No,"00:02:59,6",11,00:35:23,00:37:43,5,10
Running,2022-08-05 17:42:25,0,Gremersdorf Laufen,"8,89",820,00:59:04,146,162,--,149,157,6:39,5:42,46,46,"1,01",--,--,--,--,--,"0,0",--,--,8.826,--,No,"00:02:28,6",18,00:58:53,00:59:09,0,35
Running,2022-08-01 18:12:05,0,Hamburg Laufen,"10,24",1.008,01:07:16,150,165,--,151,167,6:34,4:03,19,19,"1,01",--,--,--,--,--,"0,0",--,--,10.154,--,No,"00:01:40,9",21,01:06:43,01:09:49,5,19
Running,2022-07-31 14:16:40,0,Hamburg Laufen,"7,36",829,00:50:17,--,--,--,148,162,6:50,6:16,20,19,"0,99",--,--,--,--,--,"0,0",--,--,7.438,--,No,"00:02:23,3",15,00:49:40,00:51:49,5,20
Running,2022-07-28 14:20:21,0,Gremersdorf Laufen,"10,56",1.059,01:10:45,152,169,--,150,161,6:42,3:33,47,48,"1,00",--,--,--,--,--,"0,0",--,--,10.590,--,No,"00:00:23,0",22,01:10:40,01:10:45,'-0,34
Running,2022-07-27 17:49:24,0,Gremersdorf Laufen,"10,33",986,01:09:39,148,164,--,149,157,6:45,6:11,47,47,"0,99",--,--,--,--,--,"0,0",--,--,10.386,--,No,"00:02:07,9",21,01:09:35,01:09:48,0,35
Running,2022-07-22 15:37:29,0,Gremersdorf Laufen,"10,05",980,01:08:02,150,166,--,149,161,6:46,5:13,47,49,"0,99",--,--,--,--,--,"0,0",--,--,10.166,--,No,"00:00:17,4",21,01:07:59,01:08:02,'-1,35
Running,2022-07-21 17:31:42,0,Gremersdorf Laufen,"8,15",839,00:55:22,152,172,--,149,163,6:48,6:06,44,43,"0,99",--,--,--,--,--,"0,0",--,--,8.246,--,No,"00:00:55,5",17,00:55:18,00:55:31,0,35
Running,2022-07-17 14:46:19,0,Hamburg Laufen,"7,53",815,00:49:30,158,172,--,148,162,6:35,4:59,6,5,"1,03",--,--,--,--,--,"0,0",--,--,7.336,--,No,"00:00:12,0",16,00:49:20,00:50:20,5,13
Running,2022-07-14 12:40:24,0,Gremersdorf Laufen,"10,01",1.071,01:07:46,157,172,--,149,162,6:46,6:05,48,49,"0,99",--,--,--,--,--,"0,0",--,--,10.112,--,No,"00:00:03,9",21,01:07:43,01:07:52,'-1,34
Running,2022-07-09 15:50:55,0,Gremersdorf Laufen,"8,81",928,00:59:09,155,167,--,150,160,6:43,6:15,42,37,"1,00",--,--,--,--,--,"0,0",--,--,8.862,--,No,"00:02:06,4",18,00:58:59,00:59:53,3,36
Running,2022-07-01 16:51:41,0,Gremersdorf Laufen,"10,12",915,01:07:00,146,159,--,150,159,6:37,6:07,48,47,"1,01",--,--,--,--,--,"0,0",--,--,10.076,--,No,"00:00:46,3",21,01:06:57,01:07:06,'-1,36
Running,2022-06-29 18:10:43,0,Gremersdorf Laufen,"8,14",805,00:55:40,148,163,--,150,159,6:50,6:27,46,45,"0,97",--,--,--,--,--,"0,0",--,--,8.350,--,No,"00:00:55,3",17,00:55:35,00:55:43,0,36
Running,2022-06-24 07:15:06,0,Gremersdorf Laufen,"10,00",1.023,01:07:33,153,168,--,150,159,6:45,6:07,47,48,"0,99",--,--,--,--,--,"0,0",--,--,10.124,--,No,"00:00:02,0",21,01:07:29,01:07:40,'-1,34
Running,2022-06-20 17:59:25,0,Hamburg Laufen,"10,20",918,01:06:54,144,159,--,150,164,6:34,5:41,39,39,"1,01",--,--,--,--,--,"0,0",--,--,10.056,--,No,"00:01:19,6",21,01:06:24,01:09:12,5,24
Running,2022-06-18 13:38:59,0,Gremersdorf Laufen,"10,73",1.180,01:14:22,157,219,--,148,155,6:56,6:17,43,44,"0,98",--,--,--,--,--,"0,0",--,--,11.008,--,No,"00:01:34,1",22,01:14:12,01:14:36,0,35
Running,2022-06-16 12:41:49,0,Gremersdorf Laufen,"10,73",1.081,01:11:52,152,165,--,150,158,6:42,6:07,55,56,"1,00",--,--,--,--,--,"0,0",--,--,10.772,--,No,"00:01:26,6",22,01:11:48,01:12:05,'-1,34
Running,2022-06-14 16:05:27,0,Gremersdorf Laufen,"10,13",1.000,01:08:25,149,163,--,150,158,6:45,6:13,42,47,"0,99",--,--,--,--,--,"0,0",--,--,10.242,--,No,"00:00:46,9",21,01:08:21,01:08:33,0,40
Running,2022-06-12 14:17:50,0,Gremersdorf Laufen,"6,18",638,00:42:03,149,162,--,148,157,6:49,6:02,39,13,"0,99",--,--,--,--,--,"0,0",--,--,6.220,--,No,"00:01:15,4",13,00:42:01,00:42:16,4,35
Running,2022-06-03 14:16:18,0,Gremersdorf Laufen,"9,97",1.004,01:04:52,152,166,--,152,162,6:30,6:00,60,59,"1,01",--,--,--,--,--,"0,0",--,--,9.858,--,No,"00:02:56,4",20,01:04:48,01:04:59,0,49
