Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Decompression,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-07-09 12:33:39,0,Gremersdorf Laufen,"9,03",935,00:57:10,154,166,--,150,181,6:20,3:59,46,47,"1,05",--,--,--,--,--,"0,0",--,--,8.562,--,No,"00:00:10,3",19,00:57:07,00:57:18,1,40
Running,2021-07-07 11:06:39,0,Hamburg Laufen,"8,74",896,00:56:02,153,165,--,148,158,6:25,4:16,25,25,"1,05",--,--,--,--,--,"0,0",--,--,8.304,--,No,"00:01:34,2",18,00:55:47,00:56:21,5,20
Running,2021-07-05 11:59:39,0,Hamburg Laufen,"8,63",863,00:55:39,150,163,--,147,161,6:27,5:21,7,7,"1,05",--,--,--,--,--,"0,0",--,--,8.208,--,No,"00:00:51,3",18,00:55:06,00:57:37,5,18
Running,2021-07-01 17:53:59,0,Hamburg Laufen,"8,66",910,00:55:29,155,168,--,148,159,6:24,5:33,15,16,"1,05",--,--,--,--,--,"0,0",--,--,8.214,--,No,"00:01:01,6",18,00:54:40,00:56:55,5,20
Running,2021-06-29 16:50:30,0,Hamburg Laufen,"5,44",576,00:34:52,154,165,--,148,166,6:25,5:07,19,20,"1,06",--,--,--,--,--,"0,0",--,--,5.146,--,No,"00:03:00,8",11,00:34:34,00:48:30,5,16
Running,2021-06-22 11:32:34,0,Hamburg Laufen,"9,53",909,01:01:25,147,159,--,149,168,6:27,5:14,20,18,"1,04",--,--,--,--,--,"0,0",--,--,9.172,--,No,"00:00:15,4",20,01:01:02,01:02:59,5,22
Running,2021-06-15 11:39:58,0,Hamburg Laufen,"10,94",1.084,01:09:52,150,164,--,149,162,6:23,4:50,43,48,"1,05",--,--,--,--,--,"0,0",--,--,10.436,--,No,"00:02:55,0",22,01:09:39,01:11:05,5,21
Running,2021-06-13 13:33:32,0,Gremersdorf Laufen,"9,01",855,00:56:44,148,161,--,151,162,6:18,5:31,46,46,"1,05",--,--,--,--,--,"0,0",--,--,8.572,--,No,"00:00:05,2",19,00:56:36,00:57:27,'-0,36
Running,2021-06-11 15:55:30,0,Gremersdorf Laufen,"11,54",1.120,01:13:34,150,162,--,150,159,6:23,5:35,55,56,"1,05",--,--,--,--,--,"0,0",--,--,11.028,--,No,"00:00:14,1",24,01:13:17,01:13:46,0,40
Running,2021-06-09 17:21:41,0,Gremersdorf Laufen,"9,01",874,00:57:12,149,162,--,149,160,6:21,5:14,51,50,"1,05",--,--,--,--,--,"0,0",--,--,8.550,--,No,"00:00:03,1",19,00:56:56,00:57:58,0,40
Running,2021-06-06 13:55:04,0,Gremersdorf Laufen,"11,51",1.107,01:12:45,151,165,--,150,161,6:19,5:55,46,46,"1,05",--,--,--,--,--,"0,0",--,--,10.924,--,No,"00:00:02,9",24,01:12:41,01:12:50,'-1,36
Running,2021-06-05 15:42:06,0,Gremersdorf Laufen,"9,05",932,00:58:04,153,165,--,149,160,6:25,5:03,48,47,"1,05",--,--,--,--,--,"0,0",--,--,8.630,--,No,"00:00:17,5",19,00:57:59,00:58:16,0,40
Running,2021-06-02 15:00:48,0,Gremersdorf Laufen,"11,51",1.142,01:12:19,154,167,--,152,165,6:17,5:56,47,46,"1,05",--,--,--,--,--,"0,0",--,--,10.962,--,No,"00:00:04,7",24,01:12:13,01:12:25,1,40
Running,2021-05-31 16:31:43,0,Gremersdorf Laufen,"8,93",919,00:56:54,154,168,--,149,157,6:22,5:36,41,44,"1,06",--,--,--,--,--,"0,0",--,--,8.464,--,No,"00:02:37,4",18,00:56:43,00:57:17,'-0,36
Running,2021-05-29 16:48:32,0,Gremersdorf Laufen,"11,51",1.152,01:12:03,154,167,--,149,159,6:16,5:31,50,50,"1,07",--,--,--,--,--,"0,0",--,--,10.758,--,No,"00:00:04,9",24,01:11:55,01:12:08,0,40
Running,2021-05-27 18:22:02,0,Hamburg Laufen,"10,40",1.009,01:06:14,149,160,--,149,167,6:22,5:25,20,19,"1,05",--,--,--,--,--,"0,0",--,--,9.880,--,No,"00:02:35,6",21,01:05:51,01:07:32,5,19
Running,2021-05-26 12:19:06,0,Hamburg Laufen,"8,56",826,00:54:12,148,160,--,150,160,6:20,5:03,18,17,"1,05",--,--,--,--,--,"0,0",--,--,8.134,--,No,"00:00:26,1",18,00:53:53,00:56:05,5,19
Running,2021-05-24 13:43:48,0,Gremersdorf Laufen,"9,05",959,00:58:29,154,167,--,149,162,6:28,6:05,47,49,"1,04",--,--,--,--,--,"0,0",--,--,8.708,--,No,"00:00:18,8",19,00:58:25,00:58:29,'-1,36
Running,2021-05-22 14:46:43,0,Gremersdorf Laufen,"11,52",1.042,01:14:01,147,158,--,149,161,6:26,6:07,55,55,"1,04",--,--,--,--,--,"0,0",--,--,11.052,--,No,"00:00:05,7",24,01:13:55,01:14:07,1,40
Running,2021-05-20 15:42:56,0,Hamburg Laufen,"8,62",837,00:54:36,149,159,--,149,164,6:20,4:50,18,20,"1,06",--,--,--,--,--,"0,0",--,--,8.148,--,No,"00:00:46,9",18,00:54:13,00:55:38,5,20
Running,2021-05-17 18:16:52,0,Hamburg Laufen,"11,24",1.126,01:11:42,152,163,--,151,166,6:23,5:45,33,33,"1,04",--,--,--,--,--,"0,0",--,--,10.800,--,No,"00:01:30,0",23,01:11:22,01:12:33,5,24
Running,2021-05-15 16:42:57,0,Gremersdorf Laufen,"11,51",1.102,01:12:11,151,164,--,152,162,6:16,5:30,52,56,"1,05",--,--,--,--,--,"0,0",--,--,10.972,--,No,"00:00:03,5",24,01:12:06,01:12:45,'-0,41
Running,2021-05-14 14:01:30,0,Gremersdorf Laufen,"9,07",839,00:58:07,146,176,--,149,157,6:24,5:35,44,44,"1,05",--,--,--,--,--,"0,0",--,--,8.640,--,No,"00:00:24,8",19,00:57:52,00:59:00,'-1,36
Running,2021-05-11 18:09:38,0,Hamburg Laufen,"9,42",898,01:00:35,147,158,--,148,159,6:26,5:25,26,26,"1,05",--,--,--,--,--,"0,0",--,--,8.964,--,No,"00:02:45,6",19,00:59:58,01:01:54,5,23
Running,2021-05-10 11:59:11,0,Hamburg Laufen,"5,19",545,00:32:39,155,165,--,148,160,6:18,5:47,7,9,"1,07",--,--,--,--,--,"0,0",--,--,4.846,--,No,"00:01:16,0",11,00:32:16,00:32:55,5,15
Running,2021-05-08 15:22:17,0,Gremersdorf Laufen,"9,06",932,00:58:57,153,219,--,148,157,6:30,6:11,45,45,"1,04",--,--,--,--,--,"0,0",--,--,8.702,--,No,"00:00:21,9",19,00:58:53,00:58:57,0,40
Running,2021-05-06 12:10:39,0,Hamburg Laufen,"9,00",904,00:57:03,152,162,--,151,164,6:20,4:29,12,11,"1,04",--,--,--,--,--,"0,0",--,--,8.636,--,No,"00:00:03,0",19,00:56:27,00:58:22,4,19
Running,2021-05-04 12:31:26,0,Hamburg Laufen,"9,03",942,00:57:07,155,167,--,151,164,6:20,4:46,28,27,"1,05",--,--,--,--,--,"0,0",--,--,8.630,--,No,"00:00:11,2",19,00:56:50,00:58:13,5,21
Running,2021-05-03 12:37:35,0,Hamburg Laufen,"8,58",872,00:54:21,152,164,--,150,166,6:20,5:07,25,27,"1,05",--,--,--,--,--,"0,0",--,--,8.164,--,No,"00:00:37,7",18,00:54:00,00:55:39,5,18
Running,2021-04-29 12:08:51,0,Hamburg Laufen,"8,67",899,00:56:24,154,218,--,147,162,6:30,5:24,19,20,"1,04",--,--,--,--,--,"0,0",--,--,8.318,--,No,"00:01:05,9",18,00:55:45,00:58:47,5,18
Running,2021-04-26 12:41:19,0,Hamburg Laufen,"7,52",799,00:47:13,158,172,--,149,159,6:17,5:07,17,17,"1,07",--,--,--,--,--,"0,0",--,--,7.054,--,No,"00:00:11,0",16,00:46:52,00:47:36,5,18
Running,2021-04-14 12:16:07,0,Hamburg Laufen,"7,59",787,00:47:44,155,181,--,150,163,6:18,5:11,22,23,"1,06",--,--,--,--,--,"0,0",--,--,7.150,--,No,"00:00:33,2",16,00:47:06,00:49:38,5,16
Running,2021-04-13 12:07:29,0,Hamburg Laufen,"7,63",807,00:48:07,156,166,--,150,162,6:18,2:10,26,26,"1,06",--,--,--,--,--,"0,0",--,--,7.228,--,No,"00:00:51,4",16,00:47:37,00:49:34,5,17
Running,2021-04-12 18:19:14,0,Hamburg Laufen,"5,48",582,00:34:36,155,168,--,148,160,6:19,5:11,10,13,"1,07",--,--,--,--,--,"0,0",--,--,5.134,--,No,"00:03:02,2",11,00:34:24,00:35:40,5,15
Running,2021-03-29 12:54:48,0,Hamburg Laufen,"7,42",773,00:47:08,153,168,--,149,167,6:21,5:15,16,15,"1,05",--,--,--,--,--,"0,0",--,--,7.042,--,No,"00:02:38,0",15,00:46:30,00:49:12,5,18
Running,2021-03-18 12:09:54,0,Hamburg Laufen,"8,60",850,00:53:44,150,160,--,153,169,6:15,5:26,22,19,"1,05",--,--,--,--,--,"0,0",--,--,8.204,--,No,"00:00:33,0",18,00:53:28,00:53:58,5,18
Running,2021-03-17 12:29:11,0,Hamburg Laufen,"11,29",1.139,01:11:12,153,161,--,150,163,6:18,2:43,30,32,"1,06",--,--,--,--,--,"0,0",--,--,10.700,--,No,"00:01:46,0",23,01:10:30,01:12:27,5,24
Running,2021-03-16 11:52:03,0,Hamburg Laufen,"10,92",1.084,01:09:35,150,160,--,151,162,6:22,4:54,30,32,"1,04",--,--,--,--,--,"0,0",--,--,10.484,--,No,"00:02:38,9",22,01:08:58,01:12:16,5,23
Running,2021-03-15 17:04:32,0,Hamburg Laufen,"10,95",1.126,01:10:53,151,162,--,148,162,6:29,5:08,32,34,"1,04",--,--,--,--,--,"0,0",--,--,10.500,--,No,"00:02:53,8",22,01:10:31,01:11:36,5,22
Running,2021-03-07 10:27:18,0,Hamburg Laufen,"9,60",912,00:59:37,148,162,--,153,165,6:13,5:25,36,34,"1,05",--,--,--,--,--,"0,0",--,--,9.130,--,No,"00:00:41,1",20,00:59:30,01:01:48,6,23
Running,2021-03-05 12:12:27,0,Hamburg Laufen,"9,53",883,00:59:42,146,156,--,150,162,6:16,2:53,15,15,"1,06",--,--,--,--,--,"0,0",--,--,8.968,--,No,"00:00:14,1",20,00:59:07,01:00:41,5,15
Running,2021-03-04 11:58:04,0,Hamburg Laufen,"10,70",983,01:07:29,146,160,--,152,166,6:19,5:30,25,27,"1,04",--,--,--,--,--,"0,0",--,--,10.274,--,No,"00:01:12,0",22,01:06:55,01:09:05,5,22
Running,2021-03-03 12:23:36,0,Hamburg Laufen,"10,66",960,01:07:23,145,158,--,149,164,6:19,3:42,38,43,"1,06",--,--,--,--,--,"0,0",--,--,10.060,--,No,"00:01:00,4",22,01:06:52,01:10:06,5,23
Running,2021-03-01 12:00:45,0,Hamburg Laufen,"10,62",914,01:07:31,142,155,--,151,164,6:22,4:47,47,48,"1,04",--,--,--,--,--,"0,0",--,--,10.220,--,No,"00:00:47,3",22,01:06:38,01:10:03,5,22
Running,2021-02-27 14:41:37,0,Hamburg Laufen,"10,38",875,01:05:27,142,153,--,150,163,6:18,5:19,15,13,"1,06",--,--,--,--,--,"0,0",--,--,9.808,--,No,"00:02:18,1",21,01:04:55,01:07:19,5,19
Running,2021-02-26 12:05:41,0,Hamburg Laufen,"9,58",847,01:00:51,143,156,--,150,165,6:21,3:08,12,12,"1,05",--,--,--,--,--,"0,0",--,--,9.160,--,No,"00:00:29,7",20,00:59:57,01:02:37,5,21
Running,2021-02-25 11:03:49,0,Hamburg Laufen,"10,30",937,01:05:51,145,159,--,149,167,6:23,4:35,24,23,"1,05",--,--,--,--,--,"0,0",--,--,9.820,--,No,"00:02:00,0",21,01:05:22,01:12:36,5,23
Running,2021-02-24 13:12:29,0,Hamburg Laufen,"10,26",1.016,01:04:24,151,162,--,150,165,6:17,5:27,35,35,"1,06",--,--,--,--,--,"0,0",--,--,9.678,--,No,"00:01:39,3",21,01:03:42,01:05:28,5,22
Running,2021-02-22 13:40:37,0,Hamburg Laufen,"10,28",968,01:05:47,147,158,--,149,159,6:24,5:31,32,30,"1,05",--,--,--,--,--,"0,0",--,--,9.812,--,No,"00:01:48,2",21,01:05:09,01:07:05,5,23
Running,2021-02-21 09:31:36,0,Hamburg Laufen,"9,48",905,00:59:24,149,160,--,152,164,6:16,4:33,18,18,"1,05",--,--,--,--,--,"0,0",--,--,9.020,--,No,"00:03:00,4",19,00:59:09,01:02:58,5,22
Running,2021-02-19 11:32:01,0,Hamburg Laufen,"10,21",961,01:04:30,148,162,--,150,162,6:19,4:59,32,31,"1,06",--,--,--,--,--,"0,0",--,--,9.670,--,No,"00:01:17,1",21,01:04:01,01:05:59,5,23
Running,2021-02-18 11:36:06,0,Hamburg Laufen,"5,45",508,00:34:43,142,155,--,150,181,6:22,5:44,7,9,"1,05",--,--,--,--,--,"0,0",--,--,5.200,--,No,"00:02:54,2",11,00:34:27,00:35:26,5,15
Running,2021-02-17 12:46:06,0,Hamburg Laufen,"10,21",1.000,01:05:57,149,158,--,150,161,6:27,4:15,26,24,"1,03",--,--,--,--,--,"0,0",--,--,9.906,--,No,"00:01:21,9",21,01:05:26,01:06:28,5,19
Running,2021-02-15 12:27:57,0,Hamburg Laufen,"10,18",923,01:05:12,145,157,--,150,164,6:24,5:54,31,29,"1,04",--,--,--,--,--,"0,0",--,--,9.798,--,No,"00:01:08,8",21,01:04:48,01:06:21,5,23
Running,2021-02-11 16:44:23,0,Hamburg Laufen,"10,66",983,01:10:20,145,156,--,148,164,6:36,5:11,21,21,"1,02",--,--,--,--,--,"0,0",--,--,10.432,--,No,"00:01:14,0",22,01:09:57,01:12:03,5,19
Running,2021-02-09 11:07:10,0,Hamburg Laufen,"8,82",794,00:57:37,147,220,--,148,161,6:32,5:51,25,25,"1,03",--,--,--,--,--,"0,0",--,--,8.552,--,No,"00:02:04,2",18,00:57:16,00:58:39,7,19
Running,2021-02-08 11:31:51,0,Hamburg Laufen,"8,72",859,00:56:06,148,159,--,152,164,6:26,5:50,14,15,"1,02",--,--,--,--,--,"0,0",--,--,8.516,--,No,"00:01:28,2",18,00:55:46,00:56:29,5,20
Running,2021-02-05 12:42:17,0,Hamburg Laufen,"8,74",893,00:57:19,149,160,--,149,162,6:34,5:40,9,10,"1,02",--,--,--,--,--,"0,0",--,--,8.566,--,No,"00:01:33,4",18,00:56:55,00:57:56,5,18
Running,2021-02-04 11:37:16,0,Hamburg Laufen,"8,75",829,00:57:00,144,156,--,149,162,6:31,5:19,19,20,"1,03",--,--,--,--,--,"0,0",--,--,8.476,--,No,"00:01:37,8",18,00:56:38,00:57:58,5,19
Running,2021-02-03 12:27:27,0,Hamburg Laufen,"8,70",860,00:56:50,147,159,--,150,160,6:32,4:56,16,16,"1,02",--,--,--,--,--,"0,0",--,--,8.516,--,No,"00:01:19,2",18,00:56:22,00:57:29,5,20
Running,2021-01-29 12:02:15,0,Hamburg Laufen,"10,59",1.036,01:07:22,150,168,--,152,179,6:22,5:32,21,19,"1,03",--,--,--,--,--,"0,0",--,--,10.274,--,No,"00:00:39,0",22,01:06:56,01:08:49,5,19
Running,2021-01-25 12:01:38,0,Hamburg Laufen,"10,55",943,01:07:24,145,154,--,152,175,6:23,5:11,25,23,"1,03",--,--,--,--,--,"0,0",--,--,10.256,--,No,"00:00:23,5",22,01:06:39,01:09:00,6,19
Running,2021-01-24 10:09:40,0,Hamburg Laufen,"8,69",815,00:54:43,148,159,--,151,164,6:18,4:50,33,33,"1,05",--,--,--,--,--,"0,0",--,--,8.256,--,No,"00:01:15,3",18,00:54:25,00:59:23,5,19
Running,2021-01-22 15:23:11,0,Hamburg Laufen,"10,72",1.026,01:07:52,149,158,--,149,169,6:20,5:15,31,30,"1,06",--,--,--,--,--,"0,0",--,--,10.114,--,No,"00:01:24,4",22,01:07:24,01:08:58,5,22
Running,2021-01-21 12:42:02,0,Hamburg Laufen,"8,68",885,00:54:28,153,161,--,153,165,6:16,5:13,8,7,"1,05",--,--,--,--,--,"0,0",--,--,8.312,--,No,"00:01:13,5",18,00:54:04,00:55:37,5,18
Running,2021-01-20 13:59:21,0,Hamburg Laufen,"6,38",633,00:40:32,148,159,--,149,162,6:21,5:02,15,16,"1,05",--,--,--,--,--,"0,0",--,--,6.054,--,No,"00:02:27,9",13,00:40:00,00:42:03,5,16
Running,2021-01-19 11:48:48,0,Hamburg Laufen,"8,70",859,00:55:43,149,158,--,151,162,6:24,4:45,20,21,"1,03",--,--,--,--,--,"0,0",--,--,8.428,--,No,"00:01:23,8",18,00:55:34,00:56:31,5,21
Running,2021-01-16 10:15:44,0,Hamburg Laufen,"10,38",1.014,01:05:52,150,161,--,151,164,6:21,4:58,15,14,"1,04",--,--,--,--,--,"0,0",--,--,9.972,--,No,"00:02:26,8",21,01:05:40,01:10:24,5,18
Running,2021-01-13 12:06:56,0,Hamburg Laufen,"10,68",1.024,01:08:23,149,160,--,151,173,6:24,4:43,22,22,"1,04",--,--,--,--,--,"0,0",--,--,10.308,--,No,"00:01:12,8",22,01:08:14,01:09:13,5,23
Running,2021-01-10 10:35:24,0,Hamburg Laufen,"8,88",822,00:56:12,146,159,--,155,171,6:20,4:42,25,25,"1,02",--,--,--,--,--,"0,0",--,--,8.688,--,No,"00:02:22,1",18,00:55:44,00:59:15,5,19
Running,2021-01-07 12:15:25,0,Hamburg Laufen,"7,77",739,00:49:08,147,159,--,152,163,6:19,5:51,20,20,"1,04",--,--,--,--,--,"0,0",--,--,7.492,--,No,"00:01:41,7",16,00:49:00,00:49:23,5,18
Running,2021-01-06 11:32:20,0,Hamburg Laufen,"10,59",978,01:07:43,147,159,--,150,167,6:23,4:44,29,26,"1,04",--,--,--,--,--,"0,0",--,--,10.178,--,No,"00:00:36,7",22,01:07:12,01:09:36,5,23
Running,2021-01-04 12:08:05,0,Hamburg Laufen,"9,32",870,00:59:30,146,160,--,152,164,6:23,6:00,15,14,"1,03",--,--,--,--,--,"0,0",--,--,9.068,--,No,"00:02:01,0",19,00:59:20,00:59:39,5,19
Running,2021-01-03 10:22:42,0,Hamburg Laufen,"9,78",978,01:01:23,152,164,--,150,198,6:17,5:10,18,19,"1,05",--,--,--,--,--,"0,0",--,--,9.336,--,No,"00:01:45,3",20,01:00:55,01:05:27,5,19
Running,2021-01-01 15:05:40,0,Hamburg Laufen,"10,56",1.004,01:06:37,148,160,--,153,167,6:19,5:27,25,26,"1,04",--,--,--,--,--,"0,0",--,--,10.162,--,No,"00:00:23,7",22,01:06:08,01:08:07,5,23
Running,2020-12-31 14:03:48,0,Hamburg Laufen,"7,59",722,00:47:37,148,161,--,150,166,6:17,4:58,5,5,"1,06",--,--,--,--,--,"0,0",--,--,7.154,--,No,"00:00:32,7",16,00:47:11,00:49:25,5,16
Running,2020-12-28 12:27:22,0,Hamburg Laufen,"11,32",1.106,01:12:15,150,163,--,151,170,6:23,5:22,19,22,"1,04",--,--,--,--,--,"0,0",--,--,10.898,--,No,"00:02:02,0",23,01:11:49,01:12:42,5,23
Running,2020-12-27 10:44:22,0,Hamburg Laufen,"8,76",841,00:54:47,149,160,--,153,164,6:16,4:47,16,16,"1,04",--,--,--,--,--,"0,0",--,--,8.406,--,No,"00:01:36,2",18,00:54:44,00:57:18,5,18
Running,2020-12-26 13:04:58,0,Hamburg Laufen,"11,05",1.020,01:12:20,146,159,--,149,164,6:33,5:14,26,27,"1,02",--,--,--,--,--,"0,0",--,--,10.796,--,No,"00:00:24,2",23,01:11:58,01:13:19,4,19
Running,2020-12-24 12:48:49,0,Hamburg Laufen,"10,69",1.040,01:07:37,151,162,--,150,173,6:20,5:26,22,21,"1,05",--,--,--,--,--,"0,0",--,--,10.142,--,No,"00:01:11,9",22,01:07:24,01:07:48,5,19
Running,2020-12-21 12:44:36,0,Hamburg Laufen,"10,63",1.070,01:08:43,152,161,--,149,164,6:28,5:17,27,25,"1,04",--,--,--,--,--,"0,0",--,--,10.246,--,No,"00:00:49,4",22,01:08:06,01:09:57,5,19
Running,2020-12-20 17:34:47,0,Hamburg Laufen,"7,75",741,00:50:56,146,156,--,147,160,6:34,6:07,6,6,"1,03",--,--,--,--,--,"0,0",--,--,7.516,--,No,"00:01:48,4",16,00:50:44,00:51:07,5,13
Running,2020-12-19 14:12:37,0,Hamburg Laufen,"10,59",1.088,01:07:38,153,165,--,150,172,6:23,4:37,22,21,"1,04",--,--,--,--,--,"0,0",--,--,10.168,--,No,"00:00:40,1",22,01:07:12,01:08:58,5,19
Running,2020-12-18 12:07:04,0,Hamburg Laufen,"9,81",1.015,01:02:12,155,167,--,151,171,6:21,5:24,18,16,"1,04",--,--,--,--,--,"0,0",--,--,9.396,--,No,"00:01:57,9",20,01:01:50,01:03:24,5,18
Running,2020-12-17 11:27:23,0,Hamburg Laufen,"8,41",855,00:53:26,153,162,--,150,161,6:21,1:30,5,5,"1,05",--,--,--,--,--,"0,0",--,--,8.010,--,No,"00:02:45,1",17,00:53:11,00:54:14,5,13
Running,2020-12-12 14:41:32,0,Hamburg Laufen,"5,25",492,00:33:23,144,162,--,151,164,6:21,4:02,12,15,"1,05",--,--,--,--,--,"0,0",--,--,5.026,--,No,"00:01:40,2",11,00:32:28,00:34:39,5,17
Running,2020-12-10 12:28:32,0,Hamburg Laufen,"8,68",862,00:54:44,152,184,--,152,164,6:18,5:40,12,12,"1,04",--,--,--,--,--,"0,0",--,--,8.336,--,No,"00:01:09,5",18,00:54:21,00:55:19,5,18
Running,2020-12-08 12:26:04,0,Hamburg Laufen,"8,65",863,00:54:33,153,162,--,151,165,6:18,5:42,11,11,"1,05",--,--,--,--,--,"0,0",--,--,8.246,--,No,"00:00:58,3",18,00:54:10,00:55:47,5,18
Running,2020-12-07 12:39:29,0,Hamburg Laufen,"8,62",847,00:55:11,150,162,--,150,166,6:24,4:46,8,7,"1,04",--,--,--,--,--,"0,0",--,--,8.290,--,No,"00:00:45,7",18,00:54:34,00:56:54,5,18
Running,2020-12-06 13:44:42,0,Hamburg Laufen,"8,82",903,00:57:53,151,164,--,151,162,6:34,5:27,11,15,"1,01",--,--,--,--,--,"0,0",--,--,8.748,--,No,"00:02:07,0",18,00:57:39,00:58:01,5,19
Running,2020-12-05 09:48:28,0,Hamburg Laufen,"7,06",728,00:44:27,156,167,--,150,164,6:18,5:03,14,14,"1,06",--,--,--,--,--,"0,0",--,--,6.676,--,No,"00:00:21,4",15,00:44:11,00:46:00,5,18
Running,2020-11-30 13:15:00,0,Hamburg Laufen,"8,09",806,00:51:41,151,164,--,149,173,6:23,5:08,18,17,"1,05",--,--,--,--,--,"0,0",--,--,7.706,--,No,"00:00:35,6",17,00:51:09,00:52:43,5,18
Running,2020-11-29 09:46:47,0,Hamburg Laufen,"6,94",713,00:44:57,152,166,--,152,163,6:29,5:58,7,8,"1,02",--,--,--,--,--,"0,0",--,--,6.812,--,No,"00:02:50,8",14,00:44:46,00:45:36,5,18
Running,2020-11-28 14:55:36,0,Hamburg Laufen,"6,98",708,00:44:09,152,163,--,149,159,6:19,5:30,10,11,"1,06",--,--,--,--,--,"0,0",--,--,6.580,--,No,"00:03:03,0",14,00:43:42,00:44:59,5,18
Running,2020-11-27 11:33:34,0,Hamburg Laufen,"6,99",749,00:44:42,157,167,--,149,169,6:23,3:55,12,11,"1,05",--,--,--,--,--,"0,0",--,--,6.668,--,No,"00:03:05,8",14,00:44:07,00:45:27,5,19
Running,2020-11-25 12:07:40,0,Hamburg Laufen,"7,01",731,00:45:08,153,164,--,147,161,6:26,3:42,16,17,"1,05",--,--,--,--,--,"0,0",--,--,6.652,--,No,"00:00:03,3",15,00:44:53,00:45:47,5,18
Running,2020-11-24 12:21:22,0,Hamburg Laufen,"7,09",761,00:45:21,157,167,--,148,160,6:24,5:26,10,10,"1,05",--,--,--,--,--,"0,0",--,--,6.732,--,No,"00:00:36,8",15,00:44:59,00:45:49,5,18
Running,2020-11-23 11:54:53,0,Hamburg Laufen,"6,12",642,00:39:00,154,164,--,148,160,6:22,5:05,4,3,"1,06",--,--,--,--,--,"0,0",--,--,5.776,--,No,"00:00:46,0",13,00:38:36,00:40:28,5,13
Running,2020-11-22 11:11:47,0,Hamburg Laufen,"6,08",650,00:38:23,159,173,--,149,164,6:19,4:05,3,3,"1,06",--,--,--,--,--,"0,0",--,--,5.734,--,No,"00:00:28,0",13,00:38:01,00:41:31,5,13
Running,2020-11-08 12:58:10,0,Hamburg Laufen,"8,65",866,00:55:10,151,162,--,149,163,6:23,2:36,19,18,"1,06",--,--,--,--,--,"0,0",--,--,8.196,--,No,"00:00:59,1",18,00:54:32,00:57:13,5,19
Running,2020-11-07 10:19:40,0,Hamburg Laufen,"8,72",895,00:54:01,156,165,--,151,166,6:12,5:08,7,7,"1,07",--,--,--,--,--,"0,0",--,--,8.158,--,No,"00:01:23,2",18,00:53:45,00:57:25,5,18
Running,2020-11-06 12:28:13,0,Hamburg Laufen,"8,69",899,00:54:40,153,166,--,150,166,6:17,4:53,18,17,"1,06",--,--,--,--,--,"0,0",--,--,8.208,--,No,"00:01:14,2",18,00:53:58,00:55:45,5,18
Running,2020-11-05 11:37:05,0,Hamburg Laufen,"7,61",779,00:47:43,153,167,--,148,164,6:16,4:24,2,1,"1,07",--,--,--,--,--,"0,0",--,--,7.088,--,No,"00:00:41,7",16,00:47:17,00:49:26,5,13
Running,2020-11-01 13:01:58,0,Hamburg Laufen,"7,56",830,00:48:08,158,171,--,149,163,6:22,5:34,9,9,"1,05",--,--,--,--,--,"0,0",--,--,7.178,--,No,"00:00:21,9",16,00:47:19,00:49:49,5,13
Running,2020-10-30 11:58:53,0,Hamburg Laufen,"7,48",829,00:48:11,158,170,--,148,157,6:27,5:08,4,4,"1,05",--,--,--,--,--,"0,0",--,--,7.138,--,No,"00:03:07,0",15,00:48:07,00:48:19,5,12
Running,2020-10-28 12:41:53,0,Hamburg Laufen,"7,35",792,00:46:34,157,173,--,150,163,6:20,5:27,3,3,"1,05",--,--,--,--,--,"0,0",--,--,6.980,--,No,"00:02:13,7",15,00:46:01,00:48:29,5,12
Running,2020-10-27 12:16:08,0,Hamburg Laufen,"5,36",568,00:33:38,155,167,--,149,164,6:16,5:36,--,2,"1,07",--,--,--,--,--,"0,0",--,--,5.004,--,No,"00:02:20,6",11,00:33:19,00:34:42,5,10
Running,2020-10-26 12:10:38,0,Hamburg Laufen,"5,39",579,00:34:24,154,168,--,147,157,6:23,5:18,1,2,"1,07",--,--,--,--,--,"0,0",--,--,5.050,--,No,"00:02:31,8",11,00:34:19,00:35:05,5,10
Running,2020-09-30 12:10:48,0,Hamburg Laufen,"10,43",1.016,01:06:08,148,159,--,151,172,6:21,5:37,14,13,"1,04",--,--,--,--,--,"0,0",--,--,9.982,--,No,"00:02:44,7",21,01:05:39,01:07:34,5,18
Running,2020-09-29 11:43:52,0,Hamburg Laufen,"10,44",925,01:06:01,144,156,--,151,175,6:19,5:04,7,6,"1,04",--,--,--,--,--,"0,0",--,--,9.996,--,No,"00:02:50,5",21,01:05:35,01:07:20,5,18
Running,2020-09-28 14:04:32,0,Hamburg Laufen,"10,13",899,01:05:31,142,156,--,150,184,6:28,2:47,12,11,"1,03",--,--,--,--,--,"0,0",--,--,9.824,--,No,"00:00:50,8",21,01:05:11,01:06:37,5,18
Running,2020-09-26 12:39:32,0,Gremersdorf Laufen,"11,29",961,01:11:27,143,157,--,150,161,6:20,6:02,46,38,"1,05",--,--,--,--,--,"0,0",--,--,10.744,--,No,"00:01:47,9",23,01:11:23,01:11:33,2,36
